case_id,cycle_time_minutes
958,1.0166666666666667e-09
959,1.4e-09
960,4.666666666666666e-10
961,8.166666666666667e-10
962,5.833333333333334e-10
963,9.833333333333332e-10
964,7.833333333333333e-10
965,1.9e-09
966,7.833333333333333e-10
967,8.166666666666667e-10
968,8.166666666666667e-10
969,7.333333333333333e-10
970,1.4e-09
971,6.333333333333334e-10
972,6e-10
973,1.1166666666666667e-09
974,7.833333333333333e-10
975,9.5e-10
976,5.666666666666667e-10
977,1.2833333333333335e-09
978,9.333333333333332e-10
979,1.1666666666666668e-09
980,1.5166666666666666e-09
981,1.0833333333333333e-09
982,7.166666666666667e-10
983,6.166666666666667e-10
984,3.8333333333333335e-10
985,6.833333333333334e-10
986,8.666666666666667e-10
987,8.166666666666667e-10
988,5.833333333333334e-10
989,4.5e-10
990,1.1166666666666667e-09
991,1.4666666666666666e-09
992,1.3666666666666667e-09
993,9.999999999999999e-10
994,1.0833333333333333e-09
995,9.5e-10
996,1.7166666666666665e-09
997,1.3333333333333333e-09
998,1.3166666666666667e-09
999,9.999999999999999e-10
1000,2.216666666666667e-09
1001,1.2e-09
1002,1.65e-09
1003,1.4333333333333333e-09
1004,1.3833333333333333e-09
1005,1.7666666666666666e-09
1006,1.7166666666666665e-09
1007,1.3166666666666667e-09
1008,2.016666666666667e-09
1009,1.9666666666666665e-09
1010,1.5e-09
1011,1.1333333333333333e-09
1012,7e-10
1013,1.8666666666666664e-09
1014,1.7833333333333334e-09
1015,8.333333333333332e-10
1016,1.6e-09
1017,1.2833333333333335e-09
1018,1.7666666666666666e-09
1019,4.666666666666666e-10
1020,1.0833333333333333e-09
1021,5.666666666666667e-10
1022,5.333333333333334e-10
1023,2.1333333333333334e-09
1024,4.3333333333333334e-10
1025,6.333333333333334e-10
1026,8.5e-10
1027,1.3666666666666667e-09
1028,1.1833333333333334e-09
1029,1.3333333333333333e-09
1030,6.666666666666666e-10
1031,3.8333333333333335e-10
1032,8.333333333333332e-10
1033,1.3166666666666667e-09
1034,2.5833333333333333e-09
1035,1.6166666666666667e-09
1036,5.833333333333334e-10
1037,1.2999999999999999e-09
1038,1.7166666666666665e-09
1039,1.3833333333333333e-09
1040,1.1333333333333333e-09
1041,2.666666666666667e-10
1042,9.666666666666666e-10
1043,2.1666666666666666e-09
1044,1.3166666666666667e-09
1045,5.333333333333334e-10
1046,1.3499999999999999e-09
1047,8.666666666666667e-10
1048,9.666666666666666e-10
1049,1.1166666666666667e-09
1050,1.4e-09
1051,1.0166666666666667e-09
1052,1.6166666666666667e-09
1053,1.7666666666666666e-09
1054,2.216666666666667e-09
1055,9.999999999999999e-10
1056,9.833333333333332e-10
1057,1.1e-09
1058,9.333333333333332e-10
1059,1.6666666666666665e-09
1060,1.4666666666666666e-09
1061,1.8166666666666666e-09
1062,9e-10
1063,1.9166666666666665e-09
1064,1.2833333333333335e-09
1065,1.3333333333333333e-09
1066,1.5666666666666666e-09
1067,1.3666666666666667e-09
1068,1.4333333333333333e-09
1069,1.0166666666666667e-09
1070,1.4166666666666665e-09
1071,1.85e-09
1072,1.2333333333333334e-09
1073,1.0666666666666667e-09
1074,1.5833333333333334e-09
1075,9.5e-10
1076,8.333333333333332e-10
1077,9.833333333333332e-10
1078,8e-10
1079,1.0833333333333333e-09
1080,1.2666666666666668e-09
1081,1.0333333333333333e-09
1082,1.1166666666666667e-09
1083,9.833333333333332e-10
1084,9.166666666666667e-10
1085,8.166666666666667e-10
1086,6.166666666666667e-10
1087,7.666666666666667e-10
1088,9.833333333333332e-10
1089,7.333333333333333e-10
1090,6.499999999999999e-10
1091,7.333333333333333e-10
1092,8.166666666666667e-10
1093,8.5e-10
1094,1.6666666666666665e-09
1095,5.666666666666667e-10
1096,1.8333333333333334e-09
1097,6e-10
1098,1.9166666666666665e-09
1099,5.833333333333334e-10
1100,9.999999999999999e-10
1101,7.166666666666667e-10
1102,2.1500000000000002e-09
1103,8.666666666666667e-10
1104,1.8333333333333334e-09
