method,num_processes,simulation_run,timestamp,process,l,status,case_id,activity,resource,end_time,cycle_time,data
FIFO,18,0,3036.016942469395,variant_2,0.0155555555555555,gateway,837,ROUTE_TO_A1,,,,{'moulding_lane': 'ASSEMBLY_1_2'}
FIFO,18,0,3036.016942469395,variant_2,0.0155555555555555,queued,837,ASSEMBLY_1_2,,,,
FIFO,18,0,3036.016942469395,variant_2,0.0155555555555555,running,837,ASSEMBLY_1_2,LINE_2_ASSEMBLY1,3036.6844004660898,,
FIFO,18,0,3036.595055047609,variant_4,0.0155555555555555,gateway,831,QC_AFTER_ASSEMBLY1_5,,,,{'moulding_lane': 'ASSEMBLY_1_5'}
FIFO,18,0,3036.595055047609,variant_4,0.0155555555555555,queued,831,ASSEMBLY_1_5,,,,
FIFO,18,0,3036.595055047609,variant_14,0.0155555555555555,running,835,ASSEMBLY_1_5,LINE_5_ASSEMBLY1,3042.686346898863,,
FIFO,18,0,3036.6844004660898,variant_2,0.0155555555555555,gateway,837,QC_AFTER_ASSEMBLY1_2,,,,{'moulding_lane': 'ASSEMBLY_1_2'}
FIFO,18,0,3036.6844004660898,variant_2,0.0155555555555555,queued,837,ASSEMBLY_2,,,,
FIFO,18,0,3039.1978580325463,variant_15,0.0155555555555555,gateway,840,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_3'}
FIFO,18,0,3039.1978580325463,variant_15,0.0155555555555555,gateway,840,ROUTE_TO_A1,,,,{'moulding_lane': 'ASSEMBLY_1_3'}
FIFO,18,0,3039.1978580325463,variant_15,0.0155555555555555,queued,840,ASSEMBLY_1_3,,,,
FIFO,18,0,3039.1978580325463,variant_15,0.0155555555555555,running,840,ASSEMBLY_1_3,LINE_3_ASSEMBLY1,3042.02248900433,,
FIFO,18,0,3039.202800623664,variant_13,0.0155555555555555,gateway,823,QC_AFTER_SORTING,,,,{'moulding_lane': 'ASSEMBLY_1_4'}
FIFO,18,0,3039.202800623664,variant_13,0.0155555555555555,queued,823,PACKAGING,,,,
FIFO,18,0,3039.202800623664,variant_13,0.0155555555555555,running,823,PACKAGING,PACKAGING_LINE_1,3041.697528557413,,
FIFO,18,0,3039.202800623664,variant_4,0.0155555555555555,running,824,SORTING,SORTING_ROBOT,3039.615160600622,,
FIFO,18,0,3039.615160600622,variant_10,0.0155555555555555,running,817,SORTING,SORTING_ROBOT,3040.093330077208,,
FIFO,18,0,3039.615160600622,variant_4,0.0155555555555555,gateway,824,QC_AFTER_SORTING,,,,{'moulding_lane': 'ASSEMBLY_1_3'}
FIFO,18,0,3039.615160600622,variant_4,0.0155555555555555,queued,824,PACKAGING,,,,
FIFO,18,0,3039.615160600622,variant_4,0.0155555555555555,running,824,PACKAGING,PACKAGING_LINE_2,3041.7567914382325,,
FIFO,18,0,3040.00096830674,variant_17,0.0155555555555555,gateway,839,QC_AFTER_ASSEMBLY1_1,,,,{'moulding_lane': 'ASSEMBLY_1_1'}
FIFO,18,0,3040.00096830674,variant_17,0.0155555555555555,queued,839,ASSEMBLY_2,,,,
FIFO,18,0,3040.093330077208,variant_10,0.0155555555555555,gateway,817,QC_AFTER_SORTING,,,,{'moulding_lane': 'ASSEMBLY_1_1'}
FIFO,18,0,3040.093330077208,variant_10,0.0155555555555555,queued,817,SORTING,,,,
FIFO,18,0,3040.093330077208,variant_13,0.0155555555555555,running,827,SORTING,SORTING_ROBOT,3041.2464162959386,,
FIFO,18,0,3040.234080788954,variant_12,0.0155555555555555,running,832,ASSEMBLY_2,ASSEMBLY2_LINE_2,3046.725015400509,,
FIFO,18,0,3040.234080788954,variant_12,0.0155555555555555,gateway,834,QC_AFTER_ASSEMBLY2,,,,{'moulding_lane': 'ASSEMBLY_1_1'}
FIFO,18,0,3040.234080788954,variant_12,0.0155555555555555,queued,834,SORTING,,,,
FIFO,18,0,3040.3855641816667,variant_6,0.0155555555555555,START,841,START,,,,{}
FIFO,18,0,3040.3855641816667,variant_6,0.0155555555555555,queued,841,MOULDING,,,,
FIFO,18,0,3040.3855641816667,variant_6,0.0155555555555555,running,841,MOULDING,MOULDING_MACHINE_5,3046.099318795284,,
FIFO,18,0,3041.072615484818,variant_1,0.0155555555555555,gateway,820,QC_AFTER_ASSEMBLY2,,,,{'moulding_lane': 'ASSEMBLY_1_4'}
FIFO,18,0,3041.072615484818,variant_1,0.0155555555555555,queued,820,SORTING,,,,
FIFO,18,0,3041.072615484818,variant_5,0.0155555555555555,running,836,ASSEMBLY_2,ASSEMBLY2_LINE_1,3045.8524626770004,,
FIFO,18,0,3041.2464162959386,variant_13,0.0155555555555555,gateway,827,QC_AFTER_SORTING,,,,{'moulding_lane': 'ASSEMBLY_1_2'}
FIFO,18,0,3041.2464162959386,variant_13,0.0155555555555555,queued,827,PACKAGING,,,,
FIFO,18,0,3041.2464162959386,variant_13,0.0155555555555555,running,827,PACKAGING,PACKAGING_LINE_3,3041.910240727981,,
FIFO,18,0,3041.2464162959386,variant_11,0.0155555555555555,running,829,SORTING,SORTING_ROBOT,3061.558521756592,,
FIFO,18,0,3041.697528557413,variant_13,0.0155555555555555,gateway,823,QC_AFTER_PACKAGING,,,,{'moulding_lane': 'ASSEMBLY_1_4'}
FIFO,18,0,3041.697528557413,variant_13,0.0155555555555555,COMPLETE,823,END,,,52.279547419396295,
FIFO,18,0,3041.7567914382325,variant_4,0.0155555555555555,gateway,824,QC_AFTER_PACKAGING,,,,{'moulding_lane': 'ASSEMBLY_1_3'}
FIFO,18,0,3041.7567914382325,variant_4,0.0155555555555555,COMPLETE,824,END,,,50.025226645308976,
FIFO,18,0,3041.910240727981,variant_13,0.0155555555555555,gateway,827,QC_AFTER_PACKAGING,,,,{'moulding_lane': 'ASSEMBLY_1_2'}
FIFO,18,0,3041.910240727981,variant_13,0.0155555555555555,COMPLETE,827,END,,,37.50313249622605,
FIFO,18,0,3042.02248900433,variant_15,0.0155555555555555,gateway,840,QC_AFTER_ASSEMBLY1_3,,,,{'moulding_lane': 'ASSEMBLY_1_3'}
FIFO,18,0,3042.02248900433,variant_15,0.0155555555555555,queued,840,ASSEMBLY_2,,,,
FIFO,18,0,3042.686346898863,variant_4,0.0155555555555555,running,831,ASSEMBLY_1_5,LINE_5_ASSEMBLY1,3043.452135875715,,
FIFO,18,0,3042.686346898863,variant_14,0.0155555555555555,gateway,835,QC_AFTER_ASSEMBLY1_5,,,,{'moulding_lane': 'ASSEMBLY_1_5'}
FIFO,18,0,3042.686346898863,variant_14,0.0155555555555555,queued,835,ASSEMBLY_2,,,,
FIFO,18,0,3043.452135875715,variant_4,0.0155555555555555,gateway,831,QC_AFTER_ASSEMBLY1_5,,,,{'moulding_lane': 'ASSEMBLY_1_5'}
FIFO,18,0,3043.452135875715,variant_4,0.0155555555555555,queued,831,ASSEMBLY_2,,,,
FIFO,18,0,3044.403682237658,variant_6,0.0155555555555555,START,842,START,,,,{}
FIFO,18,0,3044.403682237658,variant_6,0.0155555555555555,queued,842,MOULDING,,,,
FIFO,18,0,3044.403682237658,variant_6,0.0155555555555555,running,842,MOULDING,MOULDING_MACHINE_4,3059.586121767445,,
FIFO,18,0,3045.154002246845,variant_10,0.0155555555555555,START,843,START,,,,{}
FIFO,18,0,3045.154002246845,variant_10,0.0155555555555555,queued,843,MOULDING,,,,
FIFO,18,0,3045.154002246845,variant_10,0.0155555555555555,running,843,MOULDING,MOULDING_MACHINE_1,3045.384085144663,,
FIFO,18,0,3045.384085144663,variant_10,0.0155555555555555,gateway,843,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_1'}
FIFO,18,0,3045.384085144663,variant_10,0.0155555555555555,gateway,843,ROUTE_TO_A1,,,,{'moulding_lane': 'ASSEMBLY_1_1'}
FIFO,18,0,3045.384085144663,variant_10,0.0155555555555555,queued,843,ASSEMBLY_1_1,,,,
FIFO,18,0,3045.384085144663,variant_10,0.0155555555555555,running,843,ASSEMBLY_1_1,LINE_1_ASSEMBLY1,3062.107198480277,,
FIFO,18,0,3045.8524626770004,variant_16,0.0155555555555555,running,833,ASSEMBLY_2,ASSEMBLY2_LINE_1,3047.765125005628,,
FIFO,18,0,3045.8524626770004,variant_5,0.0155555555555555,gateway,836,QC_AFTER_ASSEMBLY2,,,,{'moulding_lane': 'ASSEMBLY_1_3'}
FIFO,18,0,3045.8524626770004,variant_5,0.0155555555555555,queued,836,SORTING,,,,
FIFO,18,0,3046.099318795284,variant_6,0.0155555555555555,gateway,841,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_5'}
FIFO,18,0,3046.099318795284,variant_6,0.0155555555555555,gateway,841,ROUTE_TO_A1,,,,{'moulding_lane': 'ASSEMBLY_1_5'}
FIFO,18,0,3046.099318795284,variant_6,0.0155555555555555,queued,841,ASSEMBLY_1_5,,,,
FIFO,18,0,3046.099318795284,variant_6,0.0155555555555555,running,841,ASSEMBLY_1_5,LINE_5_ASSEMBLY1,3062.324834585308,,
FIFO,18,0,3046.725015400509,variant_5,0.0155555555555555,running,826,ASSEMBLY_2,ASSEMBLY2_LINE_2,3058.598792992201,,
FIFO,18,0,3046.725015400509,variant_12,0.0155555555555555,gateway,832,QC_AFTER_ASSEMBLY2,,,,{'moulding_lane': 'ASSEMBLY_1_2'}
FIFO,18,0,3046.725015400509,variant_12,0.0155555555555555,queued,832,SORTING,,,,
FIFO,18,0,3047.765125005628,variant_16,0.0155555555555555,gateway,833,QC_AFTER_ASSEMBLY2,,,,{'moulding_lane': 'ASSEMBLY_1_4'}
FIFO,18,0,3047.765125005628,variant_16,0.0155555555555555,queued,833,SORTING,,,,
FIFO,18,0,3047.765125005628,variant_2,0.0155555555555555,running,837,ASSEMBLY_2,ASSEMBLY2_LINE_1,3055.544669434744,,
FIFO,18,0,3049.059383803912,variant_16,0.0155555555555555,START,844,START,,,,{}
FIFO,18,0,3049.059383803912,variant_16,0.0155555555555555,queued,844,MOULDING,,,,
FIFO,18,0,3049.059383803912,variant_16,0.0155555555555555,running,844,MOULDING,MOULDING_MACHINE_2,3061.8472902905924,,
FIFO,18,0,3049.1356591463004,variant_18,0.0155555555555555,START,845,START,,,,{}
FIFO,18,0,3049.1356591463004,variant_18,0.0155555555555555,queued,845,MOULDING,,,,
FIFO,18,0,3049.1356591463004,variant_18,0.0155555555555555,running,845,MOULDING,MOULDING_MACHINE_3,3051.266460602886,,
FIFO,18,0,3051.266460602886,variant_18,0.0155555555555555,gateway,845,QC_AFTER_MOULDING,,,,{'moulding_lane': 'ASSEMBLY_1_3'}
FIFO,18,0,3051.266460602886,variant_18,0.0155555555555555,gateway,845,ROUTE_TO_A1,,,,{'moulding_lane': 'ASSEMBLY_1_3'}
FIFO,18,0,3051.266460602886,variant_18,0.0155555555555555,queued,845,ASSEMBLY_1_3,,,,
FIFO,18,0,3051.266460602886,variant_18,0.0155555555555555,running,845,ASSEMBLY_1_3,LINE_3_ASSEMBLY1,3052.128665867016,,
FIFO,18,0,3052.128665867016,variant_18,0.0155555555555555,gateway,845,QC_AFTER_ASSEMBLY1_3,,,,{'moulding_lane': 'ASSEMBLY_1_3'}
FIFO,18,0,3052.128665867016,variant_18,0.0155555555555555,queued,845,ASSEMBLY_2,,,,
FIFO,18,0,3052.6709427668675,variant_3,0.0155555555555555,gateway,838,QC_AFTER_ASSEMBLY1_4,,,,{'moulding_lane': 'ASSEMBLY_1_4'}
FIFO,18,0,3052.6709427668675,variant_3,0.0155555555555555,queued,838,ASSEMBLY_2,,,,
FIFO,18,0,3053.203450956521,variant_11,0.0155555555555555,START,846,START,,,,{}
FIFO,18,0,3053.203450956521,variant_11,0.0155555555555555,queued,846,MOULDING,,,,
FIFO,18,0,3053.203450956521,variant_11,0.0155555555555555,running,846,MOULDING,MOULDING_MACHINE_1,3070.9758526741543,,
FIFO,18,0,3055.544669434744,variant_2,0.0155555555555555,gateway,837,QC_AFTER_ASSEMBLY2,,,,{'moulding_lane': 'ASSEMBLY_1_2'}
FIFO,18,0,3055.544669434744,variant_2,0.0155555555555555,queued,837,SORTING,,,,
