case_id,activity,resource,timestamp,activity_duration,prefix_index,timesincelastevent,elapsed_time,remaining_time,open_cases,case_start_time,case_complete_time,method,l,simulation_run,process
876,MOULDING_1,MOULDING_MACHINE_1,3043.1241279308306,2.032661840592482,1,0.0,0.0,163.7301669630615,9,3043.1241279308306,3206.854294893892,FIFO,0.0155555555555555,0,variant_6
872,ASSEMBLY_1_2,LINE_2_ASSEMBLY1,3043.426464765216,0.8044940523896003,2,0.8044940523896003,0.8044940523896003,150.8825150804587,9,3042.6219707128266,3194.308979845675,FIFO,0.0155555555555555,0,variant_18
877,ASSEMBLY_1_4,LINE_4_ASSEMBLY1,3043.983128868861,1.6005885234112611,2,1.6005885234112611,1.6005885234112611,156.57980611166613,9,3042.38254034545,3200.562934980527,FIFO,0.0155555555555555,0,variant_12
876,ASSEMBLY_1_1,LINE_1_ASSEMBLY1,3045.603918483226,2.4797905523955706,2,2.4797905523955706,2.4797905523955706,161.25037641066592,9,3043.1241279308306,3206.854294893892,FIFO,0.0155555555555555,0,variant_6
873,MOULDING_2,MOULDING_MACHINE_2,3046.749466674027,4.127495961200566,1,0.0,0.0,44.550413670756825,10,3046.749466674027,3091.299880344784,FIFO,0.0155555555555555,0,variant_8
878,MOULDING_1,MOULDING_MACHINE_1,3050.3796350752173,7.255507144386684,1,0.0,0.0,208.9567681134672,11,3050.3796350752173,3259.3364031886845,FIFO,0.0155555555555555,0,variant_1
879,MOULDING_1,MOULDING_MACHINE_1,3052.1379989135576,1.7583638383403013,1,0.0,0.0,175.0739301835506,12,3052.1379989135576,3227.211929097108,FIFO,0.0155555555555555,0,variant_2
873,ASSEMBLY_1_2,LINE_2_ASSEMBLY1,3052.2163629501424,5.4668962761152216,2,5.4668962761152216,5.4668962761152216,39.0835173946416,12,3046.749466674027,3091.299880344784,FIFO,0.0155555555555555,0,variant_8
878,ASSEMBLY_1_1,LINE_1_ASSEMBLY1,3054.682341664234,4.302706589016907,2,4.302706589016907,4.302706589016907,204.6540615244503,12,3050.3796350752173,3259.3364031886845,FIFO,0.0155555555555555,0,variant_1
879,ASSEMBLY_1_1,LINE_1_ASSEMBLY1,3058.906104394337,4.223762730102862,2,6.768105480779468,6.768105480779468,168.30582470277113,12,3052.1379989135576,3227.211929097108,FIFO,0.0155555555555555,0,variant_2
869,ASSEMBLY_2_1,ASSEMBLY2_LINE_1,3065.537054987001,9.90062220331265,3,26.914560732157042,42.54292764908905,18.425290520872295,12,3022.994127337912,3083.962345507873,FIFO,0.0155555555555555,0,variant_3
868,ASSEMBLY_2_1,ASSEMBLY2_LINE_1,3068.274516783239,2.7374617962382217,3,29.319000771548872,33.72122672541764,28.37670691174253,12,3034.5532900578214,3096.6512236949816,FIFO,0.0155555555555555,0,variant_4
875,ASSEMBLY_2_1,ASSEMBLY2_LINE_1,3069.2611890638186,0.9866722805795689,3,28.680879729289245,30.594451177864357,28.930371551096414,12,3038.6667378859543,3098.191560614915,FIFO,0.0155555555555555,0,variant_2
873,ASSEMBLY_2_1,ASSEMBLY2_LINE_1,3069.917902980703,0.6567139168842004,3,17.70154003056041,23.16843630667563,21.381977364081195,12,3046.749466674027,3091.299880344784,FIFO,0.0155555555555555,0,variant_8
881,MOULDING_2,MOULDING_MACHINE_2,3071.9836192788903,2.9986164616821043,1,0.0,0.0,160.98896785012266,13,3071.9836192788903,3232.972587129013,FIFO,0.0155555555555555,0,variant_10
883,MOULDING_5,MOULDING_MACHINE_5,3075.173623546228,0.27985825748055504,1,0.0,0.0,28.67508938650917,14,3075.173623546228,3103.8487129327373,FIFO,0.0155555555555555,0,variant_7
881,ASSEMBLY_1_2,LINE_2_ASSEMBLY1,3075.565968247638,3.5823489687477377,2,3.5823489687477377,3.5823489687477377,157.40661888137492,14,3071.9836192788903,3232.972587129013,FIFO,0.0155555555555555,0,variant_10
882,MOULDING_1,MOULDING_MACHINE_1,3076.260891049935,1.9147911205586752,1,0.0,0.0,21.709085375356153,15,3076.260891049935,3097.969976425291,FIFO,0.0155555555555555,0,variant_16
